Spin ID,Date / Time,Number,Colour,Parity,Range,Table Session, 
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:62,2026-07-18T15:11:37.189Z,32,Red,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:63,2026-07-18T15:12:15.333Z,7,Red,odd,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:64,2026-07-18T15:12:53.524Z,7,Red,odd,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:65,2026-07-18T15:13:32.983Z,30,Red,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:66,2026-07-18T15:14:11.039Z,25,Red,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:67,2026-07-18T15:14:50.959Z,28,Black,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:68,2026-07-18T15:15:29.630Z,26,Black,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:69,2026-07-18T15:16:08.989Z,13,Black,odd,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:70,2026-07-18T15:16:47.628Z,5,Red,odd,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:71,2026-07-18T15:17:24.535Z,28,Black,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:72,2026-07-18T15:18:02.719Z,14,Red,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:73,2026-07-18T15:18:40.035Z,6,Black,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:74,2026-07-18T15:19:18.960Z,32,Red,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:75,2026-07-18T15:19:58.463Z,18,Red,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:76,2026-07-18T15:20:36.861Z,34,Red,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:77,2026-07-18T15:21:13.097Z,4,Black,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:78,2026-07-18T15:21:54.217Z,32,Red,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:79,2026-07-18T15:22:31.688Z,19,Red,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:80,2026-07-18T15:23:04.372Z,26,Black,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:81,2026-07-18T15:23:41.219Z,15,Black,odd,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:82,2026-07-18T15:24:19.788Z,21,Red,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:83,2026-07-18T15:24:57.808Z,24,Black,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:84,2026-07-18T15:25:35.240Z,12,Red,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:85,2026-07-18T15:26:14.790Z,32,Red,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:86,2026-07-18T15:26:52.858Z,5,Red,odd,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:87,2026-07-18T15:27:31.822Z,31,Black,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:88,2026-07-18T15:28:11.065Z,19,Red,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:89,2026-07-18T15:28:50.539Z,9,Red,odd,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:90,2026-07-18T15:29:28.807Z,22,Black,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:91,2026-07-18T15:30:05.466Z,8,Black,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:92,2026-07-18T15:30:43.245Z,4,Black,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:93,2026-07-18T15:31:25.389Z,28,Black,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:94,2026-07-18T15:32:01.750Z,32,Red,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:95,2026-07-18T15:32:39.010Z,4,Black,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:96,2026-07-18T15:33:17.914Z,7,Red,odd,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:97,2026-07-18T15:33:54.912Z,30,Red,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:98,2026-07-18T15:34:31.206Z,23,Red,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:99,2026-07-18T15:35:10.026Z,33,Black,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:100,2026-07-18T15:35:45.506Z,35,Black,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:101,2026-07-18T15:36:25.055Z,24,Black,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:102,2026-07-18T15:37:08.334Z,18,Red,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:103,2026-07-18T15:37:40.061Z,33,Black,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:104,2026-07-18T15:38:17.197Z,12,Red,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:105,2026-07-18T15:38:56.731Z,18,Red,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:106,2026-07-18T15:39:34.713Z,5,Red,odd,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:107,2026-07-18T15:40:20.482Z,13,Black,odd,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:108,2026-07-18T15:41:03.600Z,9,Red,odd,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:109,2026-07-18T15:41:42.837Z,34,Red,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:110,2026-07-18T15:42:21.318Z,1,Red,odd,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:111,2026-07-18T15:43:03.715Z,14,Red,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:112,2026-07-18T15:43:44.732Z,26,Black,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:113,2026-07-18T15:44:27.193Z,19,Red,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:114,2026-07-18T15:45:03.697Z,3,Red,odd,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:115,2026-07-18T15:45:44.606Z,28,Black,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:116,2026-07-18T15:46:24.363Z,10,Black,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:117,2026-07-18T15:47:05.106Z,2,Black,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:118,2026-07-18T15:47:47.873Z,29,Black,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:119,2026-07-18T15:48:29.985Z,7,Red,odd,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:120,2026-07-18T15:49:09.119Z,25,Red,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:121,2026-07-18T15:49:51.554Z,0,Green,Zero,Zero,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:122,2026-07-18T15:50:33.437Z,26,Black,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:123,2026-07-18T15:51:12.204Z,8,Black,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:124,2026-07-18T15:51:52.495Z,29,Black,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:125,2026-07-18T15:52:35.727Z,33,Black,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:126,2026-07-18T15:53:17.346Z,18,Red,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:127,2026-07-18T15:53:58.403Z,30,Red,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:128,2026-07-18T15:54:38.802Z,20,Black,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:129,2026-07-18T15:55:17.835Z,24,Black,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:130,2026-07-18T15:55:59.464Z,19,Red,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:131,2026-07-18T15:56:37.659Z,34,Red,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:132,2026-07-18T15:57:19.003Z,18,Red,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:133,2026-07-18T15:58:00.612Z,28,Black,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:134,2026-07-18T15:58:39.151Z,0,Green,Zero,Zero,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:135,2026-07-18T15:59:22.441Z,5,Red,odd,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:136,2026-07-18T16:00:02.234Z,30,Red,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:137,2026-07-18T16:00:44.140Z,32,Red,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:138,2026-07-18T16:01:27.273Z,28,Black,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:139,2026-07-18T16:02:06.523Z,2,Black,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:140,2026-07-18T16:02:49.557Z,28,Black,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:141,2026-07-18T16:03:31.050Z,14,Red,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:142,2026-07-18T16:04:13.460Z,31,Black,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:143,2026-07-18T16:04:50.757Z,1,Red,odd,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:144,2026-07-18T16:05:33.186Z,3,Red,odd,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:145,2026-07-18T16:06:14.106Z,35,Black,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:146,2026-07-18T16:06:52.476Z,19,Red,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:147,2026-07-18T16:07:33.896Z,15,Black,odd,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:148,2026-07-18T16:08:13.961Z,19,Red,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:149,2026-07-18T16:08:54.976Z,13,Black,odd,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:150,2026-07-18T16:09:45.671Z,32,Red,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:151,2026-07-18T16:10:28.386Z,25,Red,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:152,2026-07-18T16:11:08.405Z,19,Red,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:153,2026-07-18T16:11:47.862Z,23,Red,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:154,2026-07-18T16:12:27.672Z,36,Red,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:155,2026-07-18T16:13:06.286Z,32,Red,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:156,2026-07-18T16:13:45.136Z,32,Red,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:157,2026-07-18T16:14:31.475Z,21,Red,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:158,2026-07-18T16:15:09.198Z,24,Black,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:159,2026-07-18T16:16:06.103Z,0,Green,Zero,Zero,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:160,2026-07-18T16:16:22.252Z,21,Red,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:161,2026-07-18T16:17:07.279Z,18,Red,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:162,2026-07-18T16:17:37.618Z,29,Black,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:163,2026-07-18T16:18:15.373Z,26,Black,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:164,2026-07-18T16:18:53.020Z,4,Black,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:165,2026-07-18T16:19:34.789Z,18,Red,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:166,2026-07-18T16:20:09.795Z,35,Black,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:167,2026-07-18T16:20:46.046Z,18,Red,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:168,2026-07-18T16:21:22.686Z,13,Black,odd,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:169,2026-07-18T16:21:58.852Z,4,Black,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:170,2026-07-18T16:22:39.904Z,17,Black,odd,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:171,2026-07-18T16:23:18.575Z,19,Red,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:172,2026-07-18T16:23:53.723Z,14,Red,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:173,2026-07-18T16:24:32.790Z,25,Red,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:174,2026-07-18T16:25:10.545Z,2,Black,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:175,2026-07-18T16:25:51.498Z,30,Red,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:176,2026-07-18T16:26:28.506Z,32,Red,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:177,2026-07-18T16:27:10.420Z,14,Red,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:178,2026-07-18T16:27:48.784Z,14,Red,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:179,2026-07-18T16:28:28.121Z,29,Black,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:180,2026-07-18T16:29:02.682Z,3,Red,odd,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:181,2026-07-18T16:29:43.277Z,20,Black,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:182,2026-07-18T16:30:19.522Z,21,Red,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:183,2026-07-18T16:30:56.927Z,35,Black,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:184,2026-07-18T16:31:42.817Z,21,Red,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:185,2026-07-18T16:32:16.492Z,18,Red,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:186,2026-07-18T16:32:51.280Z,21,Red,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:187,2026-07-18T16:33:29.272Z,16,Red,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:188,2026-07-18T16:34:09.376Z,29,Black,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:189,2026-07-18T16:34:46.811Z,26,Black,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:190,2026-07-18T16:35:26.330Z,23,Red,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:191,2026-07-18T16:36:07.124Z,27,Red,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:192,2026-07-18T16:36:42.136Z,4,Black,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:193,2026-07-18T16:37:18.440Z,6,Black,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:194,2026-07-18T16:37:56.162Z,18,Red,even,low,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:195,2026-07-18T16:38:36.007Z,34,Red,even,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779:196,2026-07-18T16:39:13.150Z,19,Red,odd,high,fdc6d7aa-d0b3-47a8-91d3-bb74b20a9779,
0415fd08-95e2-4a67-982a-b6331131b70a:1,2026-07-18T17:49:00.364Z,25,Red,odd,high,0415fd08-95e2-4a67-982a-b6331131b70a,
0415fd08-95e2-4a67-982a-b6331131b70a:2,2026-07-18T17:49:10.278Z,35,Black,odd,high,0415fd08-95e2-4a67-982a-b6331131b70a,
0415fd08-95e2-4a67-982a-b6331131b70a:3,2026-07-18T17:49:50.516Z,12,Red,even,low,0415fd08-95e2-4a67-982a-b6331131b70a,
0415fd08-95e2-4a67-982a-b6331131b70a:4,2026-07-18T17:50:30.616Z,7,Red,odd,low,0415fd08-95e2-4a67-982a-b6331131b70a,
0415fd08-95e2-4a67-982a-b6331131b70a:5,2026-07-18T17:51:10.695Z,22,Black,even,high,0415fd08-95e2-4a67-982a-b6331131b70a,
0415fd08-95e2-4a67-982a-b6331131b70a:6,2026-07-18T17:51:51.165Z,25,Red,odd,high,0415fd08-95e2-4a67-982a-b6331131b70a,
0415fd08-95e2-4a67-982a-b6331131b70a:7,2026-07-18T17:52:34.346Z,19,Red,odd,high,0415fd08-95e2-4a67-982a-b6331131b70a,
0415fd08-95e2-4a67-982a-b6331131b70a:8,2026-07-18T17:53:13.659Z,4,Black,even,low,0415fd08-95e2-4a67-982a-b6331131b70a,
0415fd08-95e2-4a67-982a-b6331131b70a:9,2026-07-18T17:53:55.425Z,22,Black,even,high,0415fd08-95e2-4a67-982a-b6331131b70a,
0415fd08-95e2-4a67-982a-b6331131b70a:10,2026-07-18T17:54:08.504Z,22,Black,even,high,0415fd08-95e2-4a67-982a-b6331131b70a,
0415fd08-95e2-4a67-982a-b6331131b70a:11,2026-07-18T17:54:50.157Z,16,Red,even,low,0415fd08-95e2-4a67-982a-b6331131b70a,
0415fd08-95e2-4a67-982a-b6331131b70a:12,2026-07-18T17:55:17.757Z,7,Red,odd,low,0415fd08-95e2-4a67-982a-b6331131b70a,
0415fd08-95e2-4a67-982a-b6331131b70a:13,2026-07-18T17:56:00.373Z,3,Red,odd,low,0415fd08-95e2-4a67-982a-b6331131b70a,
0415fd08-95e2-4a67-982a-b6331131b70a:14,2026-07-18T17:56:39.448Z,22,Black,even,high,0415fd08-95e2-4a67-982a-b6331131b70a,
0415fd08-95e2-4a67-982a-b6331131b70a:15,2026-07-18T17:57:17.956Z,20,Black,even,high,0415fd08-95e2-4a67-982a-b6331131b70a,
0415fd08-95e2-4a67-982a-b6331131b70a:16,2026-07-18T17:58:00.455Z,20,Black,even,high,0415fd08-95e2-4a67-982a-b6331131b70a,
0415fd08-95e2-4a67-982a-b6331131b70a:17,2026-07-18T17:58:43.771Z,31,Black,odd,high,0415fd08-95e2-4a67-982a-b6331131b70a,
0415fd08-95e2-4a67-982a-b6331131b70a:18,2026-07-18T17:59:25.882Z,13,Black,odd,low,0415fd08-95e2-4a67-982a-b6331131b70a,
0415fd08-95e2-4a67-982a-b6331131b70a:19,2026-07-18T18:00:07.920Z,34,Red,even,high,0415fd08-95e2-4a67-982a-b6331131b70a,
0415fd08-95e2-4a67-982a-b6331131b70a:20,2026-07-18T18:00:47.054Z,3,Red,odd,low,0415fd08-95e2-4a67-982a-b6331131b70a,
